NORMAL,APT,RECON,TRAFFIC_SPIKE,NR_MALWARE
1.1636264,2.1245341,2.5345373,0.20267755,1.0601331
2.517034,0.39450356,2.6402266,1.9348454,1.7695404
1.7190909,1.8876891,2.4329622,0.33443686,2.1260583
0.3864792,1.9943975,2.451002,0.26715404,1.5830271
1.9515092,0.35314423,3.1394644,0.38731244,2.0954683
1.6250585,2.2580502,2.622588,0.28675455,0.90345967
1.702551,0.28446496,2.4893782,0.16424865,0.5758836
2.8674738,0.19313622,3.0248222,1.7455467,1.6963265
0.7522806,0.19145496,2.444126,0.22794269,0.954085
1.7618566,2.0891078,3.1144938,0.15202662,0.46541527
0.6727982,2.1250737,2.4605072,1.7292919,0.8103864
1.2559639,2.3251836,2.4267461,0.29224113,1.3424013
0.27269846,0.25974277,3.2351174,0.41237488,1.7666786
1.4299749,2.155369,2.647705,2.0380902,1.3033055
0.9447098,1.9704298,2.73192,2.0388887,1.4070549
2.3586226,2.1251261,2.4907467,0.3076548,1.7077862
0.19328216,2.2241745,2.452765,0.2615127,0.82236534
0.27558562,2.090913,2.4796288,1.5887462,1.0896412
1.2197208,0.32526037,2.4642096,0.36315852,1.2359726
1.0684872,2.1554105,2.829562,1.4759055,2.2481966
1.7193495,0.4476789,2.7414029,1.7852266,2.2428238
1.1631317,0.19221544,2.5935655,1.918515,0.5685682
0.8739367,0.23103757,2.488129,0.3202696,0.78190196
1.3336431,0.52433574,2.870244,1.7657348,1.4981614
2.12921,2.110452,2.4572341,0.14867148,0.3970162
1.7329453,0.35957846,2.4609172,1.7894608,0.8408824
1.3461144,2.0045488,2.4343925,1.8544071,1.8293899
1.7268888,1.9114234,2.901141,1.709606,2.456643
0.92173797,2.0657704,2.450555,0.3647897,1.4808248
0.83279634,0.2667505,2.6730568,1.6012737,0.45681766
1.2449758,0.5227259,2.778112,0.20096534,0.83966327
0.55214363,2.2270174,2.4490411,0.18071237,0.7837226
0.20136634,2.2758965,2.4684465,0.17596252,1.7800702
0.9395419,2.1697774,2.5277643,1.396935,2.2655234
0.6288545,0.39645502,2.4909222,1.5610721,0.5980311
1.9354657,2.0562322,2.4494543,0.34535888,1.6570817
2.0794768,1.9940358,2.6709116,0.21354951,1.0539179
0.40948978,0.3124253,2.4692206,1.9213678,0.7709286
0.45220387,0.20820548,2.9885414,1.63806,0.97621524
0.55839306,2.1641243,3.169011,0.17348382,1.434676
1.8633243,2.2328315,3.189369,0.28798717,0.5000343
1.8940313,2.0773067,2.9108057,1.8010256,1.060348
1.5837227,0.23175892,2.447723,1.7515038,0.96599674
2.6862254,2.0555031,2.7081463,0.2282664,2.4266543
0.73979217,2.168075,2.7986505,1.6216348,0.2497799
1.4752269,0.24942699,2.4398284,0.22749087,0.38663766
1.954485,0.343183,3.2136693,1.5546615,0.83277017
2.1486292,0.480684,2.6328235,1.5603842,1.6580039
0.588935,0.3679028,2.7805998,1.9064428,0.24224263
2.012839,2.1005292,2.448381,0.22046746,0.48368046
0.472496,2.0059168,3.1591642,1.5980613,2.2290866
1.4803193,2.0962868,2.455367,0.23831667,1.2307233
0.9055034,2.0471706,2.474484,0.19579616,1.0271991
0.9980526,1.9355386,2.493303,0.25172898,1.380228
0.4927989,0.47935095,2.8061204,0.1738362,2.1789322
0.75314546,0.18488015,2.4419997,1.4987894,1.2979016
0.75944525,0.30843005,2.4470532,0.18197306,0.7392989
1.7095287,2.1385431,2.5128326,0.23140904,1.5869137
1.7434747,2.085488,2.57004,1.6394798,1.520684
0.50979364,0.40272364,2.9631994,1.6574167,1.4393045
0.6394525,0.3195662,2.7709298,0.1625371,1.2632883
1.5661209,2.0567203,2.926812,0.35479218,1.2468572
2.192403,2.0434077,2.6228764,0.1621456,1.0590389
2.4856644,2.1669784,2.6368415,1.8629911,1.1047324
0.6501321,0.2838839,2.701199,0.26438227,1.8178846
1.1687274,0.50185496,2.4834888,1.9279416,0.5393624
0.26492625,2.1939132,2.7056715,1.5744051,0.17462386
2.3421133,0.26297352,2.6208394,1.8273084,0.49374118
1.0352331,0.3765083,2.9437811,1.7735677,1.630268
1.4886501,2.2027614,3.0618002,1.7510496,0.45394
1.180542,2.1370962,2.7213814,0.22608997,1.4710864
1.6042362,0.21691032,2.6029487,0.26049522,0.37339756
0.46888125,2.1297784,2.4581676,0.3008669,1.2140425
2.3704247,0.31747755,2.5998678,0.20792124,0.4540213
1.2487558,2.132061,2.5349367,1.9493656,1.3776879
1.12733,2.1008182,2.606755,1.4961246,1.3108684
1.7416986,0.24315889,2.7851317,0.35198495,0.7100958
1.9681735,2.245786,2.450444,1.8771586,0.7432119
0.94659907,0.39033642,2.6236892,1.7113822,0.327067
1.2632712,0.2631788,2.4755995,1.8430179,0.908941
0.14791445,1.9210134,2.4517226,0.39616838,0.2302366
0.5641943,0.4515584,2.448735,0.27257273,1.1643783
0.6595551,1.9468023,2.7823691,2.0047925,0.6173038
0.65184695,0.35128957,2.4465692,1.631646,1.2732475
2.1907132,0.17010337,2.4893084,1.8845237,0.7796313
1.7054306,2.1695619,2.5329983,0.30424467,1.5959395
1.4485298,0.2670403,2.583878,0.22897473,0.78596085
1.1529521,2.0654407,3.0436504,0.19412552,0.7949331
1.4167207,0.2546679,2.7704597,1.4659914,1.1748469
1.0962996,0.16285758,2.6911552,0.2516745,1.157144
0.85711783,2.077246,2.8876941,1.9317338,0.78402984
1.5158757,0.26904428,2.4359748,1.7705063,1.2678901
1.0907662,1.9123595,2.4804466,0.2427507,0.90204483
0.5960413,1.9414177,2.763084,1.7779821,1.4732512
1.7727501,1.9621538,2.4428525,0.23425111,1.9138691
1.5997014,0.3379673,2.4441884,0.22029127,1.0951043
1.7533692,0.16644041,3.064804,1.8500245,1.4726126
2.4351833,0.23863795,3.0333862,1.6525711,0.20215157
1.7581066,0.21937127,3.2039733,1.7799498,0.6921822
1.3773637,0.24247193,3.2330632,0.22893953,2.3051832
1.5592963,0.20699531,2.5642242,0.2953777,0.89031756
1.0476612,0.30044696,2.4613152,1.778672,1.9400331
2.1140966,2.2628374,2.4474618,0.19963881,2.178458
0.8557548,0.2552814,3.2274096,1.7707568,1.4309536
1.4798864,0.2855857,2.969991,0.2890502,1.6136478
1.9446809,0.35705373,2.4377906,1.6566681,0.688344
1.3254038,2.0847392,2.7898245,0.17755066,0.7879562
0.9077997,2.0145776,2.6910932,1.8079351,0.6624258
1.1665471,2.0101972,2.44601,0.19648017,0.63434756
1.208579,2.079575,3.2402833,1.5692891,0.40947428
1.3804168,2.1307745,2.628495,0.14382838,1.3502648
1.2855725,0.24069199,2.9579344,1.6585072,1.2012229
1.2082009,0.35194904,2.7715898,0.13701469,1.1709813
0.96696925,0.32466164,2.502928,0.194067,0.3822361
1.6074182,0.25198007,2.4673462,1.8360504,1.206106
1.4785582,2.1102624,2.4588885,1.9232655,0.8551052
1.4550188,0.36625236,2.8330626,1.7907585,2.254009
2.4538507,2.1535769,2.7590485,0.12619843,1.5619804
2.2132003,0.21872202,2.7690156,0.2281851,1.3624821
1.3153454,0.24090032,2.6385736,1.8565983,1.279427
1.7106305,2.1377141,2.9772255,0.19032773,0.3613165
0.64946693,2.0292747,2.865235,1.7447448,1.2543387
0.7474379,2.0073023,2.885883,1.4514903,0.869866
0.66964185,0.33722183,2.8072877,1.6047826,1.189046
0.9753641,2.1977437,2.4858806,1.7681555,0.5295627
1.4996544,0.24760818,2.4439955,1.7991577,0.75649756
3.0672777,0.3233918,2.9356005,1.8009926,1.1726922
0.7291594,0.20909637,2.4664664,2.0916162,1.1672635
0.5295401,2.1159804,2.6822846,2.0516326,1.3508497
1.7283872,0.23752876,2.4305882,0.3236564,1.5688176
0.7484611,2.0361495,2.643388,0.23836279,0.95419884
1.3281983,2.2791305,2.4979486,0.33861935,1.733208
1.7282816,0.4236666,3.2351806,1.6410173,0.5284636
1.3459451,2.1212306,2.4442344,1.5636104,2.0720613
1.9959099,2.0666373,2.48841,1.886023,1.7606099
0.9526201,0.23707195,2.4404268,1.87159,1.3339465
0.9206826,1.9116592,3.2303119,1.9501913,0.6988215
1.8146337,2.069298,2.4542403,0.18147011,1.0463656
2.5277357,2.0281181,2.5949326,0.25193673,0.8824388
0.44943714,2.1011941,2.673899,1.6542417,1.3857354
0.99203706,0.2608462,3.1903946,1.4494907,1.1026617
0.90635186,2.1131856,2.8296,0.2238416,0.888455
1.4360679,2.1039572,2.509073,0.14183027,0.37405127
1.9489765,2.0452018,2.4517586,1.6676332,2.061684
1.0401258,0.31230718,2.5015297,1.6423566,0.7711519
0.92791075,2.0536819,2.4500275,1.5386987,0.43888676
0.80045164,0.28763562,2.5014536,0.2592094,1.1751828
1.2197212,0.17982835,2.7431147,1.6450065,0.7497396
1.5334767,0.38169706,3.0397909,1.406247,1.4243755
0.61508584,0.2252461,3.065037,1.5597546,1.427477
1.7303795,0.16679369,2.4482846,1.9981164,1.2501012
0.102006964,0.49421257,2.4779027,0.2729768,2.018319
1.8244641,0.41322184,2.91449,0.23066776,1.2594898
1.5543073,2.1028397,2.5659668,1.6739304,2.1952722
1.3999324,0.42672974,3.0262015,0.13847224,0.89402944
0.87467664,0.4480282,2.7114217,0.20504571,0.8981489
1.5458126,0.21634558,2.806625,2.0116038,2.041968
1.6713486,0.41643533,2.449392,1.9542694,0.35713032
2.160202,2.0940778,2.5899923,1.511598,0.16744252
1.2945895,2.2326927,2.469195,1.7435507,0.738068
1.9221517,0.21515533,2.4648368,0.26229537,0.39471048
0.10876284,2.0665865,3.1257818,1.6659045,0.77583516
1.2993387,0.25162703,2.460131,0.20795017,2.349839
1.849943,0.18264708,2.9530473,1.5768601,1.8531873
1.4858116,0.24643345,2.452832,2.013671,1.7495475
1.8165414,0.27530813,2.4991937,1.6469561,1.8783927
1.7223587,2.1829965,2.447803,1.85103,0.27876645
0.8522356,0.30549687,2.4630373,1.7271101,0.5981039
1.4543191,0.17749423,3.1428108,1.7530465,1.6759696
0.72928745,2.0921524,2.5116928,0.15914586,0.8767948
1.942923,0.5839884,2.4603882,0.29273129,0.47103798
1.5042499,2.1042044,2.6595497,0.30796066,1.1605536
1.3423399,0.30918276,2.548076,0.35186335,0.2514942
3.2048142,2.16882,2.5949755,1.8666959,1.7150704
0.5192439,0.3400901,2.8315198,1.7502086,1.4693589
1.1354445,2.349191,3.108864,0.307358,0.41449973
1.0302088,2.1119127,2.6103337,1.6259744,1.4376546
1.04738,0.2834372,2.690537,0.283531,1.4586946
1.4616705,0.18497248,2.556186,1.641335,0.9448201
1.1012199,2.0643256,2.8325381,0.22331636,0.6183859
1.1722,0.31192255,3.0638041,1.7711729,1.3225608
2.024904,0.34389985,3.0454402,0.17009427,0.51934963
2.1602454,0.47541934,2.7942843,0.4155056,2.6008253
1.6300029,0.45419115,2.4539094,1.975634,0.74594593
0.82225764,2.049325,2.6080756,1.8961397,1.9370878
0.73394424,2.0655346,2.6416786,0.2949019,0.72896194
1.2435298,0.22635217,2.5674477,1.6019616,0.21888351
1.6135716,0.24624713,3.16994,2.0794146,0.72176796
1.8307264,0.20974143,2.7931623,0.37368014,1.5587007
0.9688991,1.9902195,2.4635427,0.25973424,1.7781109
1.755769,2.163723,2.9955862,0.2317372,1.0727828
1.5448695,2.1068082,2.6682885,1.4747832,1.7250881
1.7653576,2.0935836,3.1524663,1.7575259,0.6221994
2.3149405,2.160589,3.1121995,0.1594389,0.88816935
1.7802881,2.178806,2.646121,1.6151253,0.45678577
1.3419906,2.0123458,2.528329,1.9540482,0.54995507
1.0314957,2.1107647,2.472,0.27881393,0.97670645
1.1156863,0.3644815,2.5787022,0.2768657,1.0472546
1.3921379,0.42101595,2.4429672,1.930738,1.2145603
1.0852284,0.43320194,2.8827064,0.15383548,1.2667363
2.4748435,1.9538997,2.7168229,0.25134146,0.4457679
1.5248606,2.0681803,2.573105,0.3117359,1.3676673
1.2379315,0.21054986,2.7223177,0.24137428,0.5331703
1.4324261,2.167866,2.6000643,2.0178595,0.6974083
0.94025576,0.16974321,2.5336473,0.20439978,0.97733337
2.6333668,2.1335816,2.4855003,0.25738564,2.6478877
0.36579254,2.113423,3.153803,2.0171494,0.7900606
2.6073217,2.2000952,2.651088,0.177531,2.368014
0.9440228,2.2538717,2.8150892,1.8815204,1.801369
2.1220505,2.0567408,2.6700263,1.7564528,1.2459409
1.1433222,0.35789135,2.4687963,1.6716148,1.5386488
0.6681758,2.1303499,3.1235063,1.5552956,1.3908365
1.2194525,0.20882922,2.461,0.14456695,1.598332
2.5832715,2.1011975,2.9597766,1.5318738,0.33006158
1.4719353,2.2055676,2.6399858,0.2751828,1.3278592
1.5023494,0.30312413,2.9369152,0.27538404,0.96984124
2.6132479,0.3081962,2.9670491,0.27976844,1.2861781
1.3978888,2.173113,2.9716084,0.25839314,1.0492691
0.38775972,1.8743057,2.554634,1.586963,1.4101213
2.4544425,0.3807016,2.9859986,1.6717323,0.8163011
0.2491143,2.0846987,2.4848719,1.6317765,0.7160068
0.6814274,0.5072349,3.0840418,1.7842271,0.9103971
1.415726,2.0205112,2.9909317,0.22679047,0.44983327
1.2441367,0.19759539,3.2223656,0.18870768,1.9380066
1.2073306,2.2115026,2.9477212,1.6778433,0.32743925
1.4221467,2.1539123,2.6790578,1.4438564,1.4409195
1.7162349,2.0183227,2.4714596,1.8930206,0.8170214
0.9929026,0.31115988,2.598113,1.9270376,1.025066
0.8705836,2.1831956,2.5112052,0.34338868,1.271307
2.6503742,2.1135015,2.463003,1.3939675,0.97423494
1.4154762,0.40027672,3.073811,0.22005315,2.3514009
1.803405,0.5079814,2.4588854,0.16628268,0.5535168
1.9478961,2.2610724,2.4488504,1.7974498,0.58001244
1.5213397,2.1143918,2.439843,1.4531223,1.5544027
2.1483185,2.1152446,2.7730515,1.6539651,1.0498136
1.836641,0.21632098,2.7663565,1.5595044,1.3303705
1.3107742,2.1584206,2.446665,0.31005877,0.36383593
0.97945243,2.0899012,2.7525716,1.6961433,0.7343975
0.72903186,2.1060598,2.6601324,1.7925106,0.61555374
1.3158792,2.0679865,2.6542368,0.3307764,0.59823585
2.144622,2.1989121,2.5592737,0.37915638,0.85332084
1.2541622,2.0406454,2.49575,1.6213359,1.3127419
1.6584235,0.4650672,2.6704333,1.7061859,1.676759
1.3852162,2.1291072,2.4486341,0.36159962,1.2377626
2.071237,0.2953342,3.0055673,0.36207926,0.6088741
3.2771466,2.1327555,3.072544,1.850368,0.9203452
0.681397,2.125778,2.440201,1.732003,1.3710796
1.3712851,2.0504138,2.4370902,0.1563782,1.94674
1.1720963,0.29168493,3.237303,0.17180175,2.0340378
1.6880931,2.1385734,2.5087454,0.34294316,1.5679591
2.232673,0.1627583,2.45777,1.6713704,0.8718661
0.95900065,0.45552984,2.9774797,1.9142255,0.46473166
0.6015403,2.2183595,2.692762,1.4130846,1.528108
2.1657917,0.19948348,2.440623,0.29141942,0.6705245
0.8117235,0.30507764,2.8437471,0.29660827,0.1764273
1.9122577,0.5020067,3.2110074,0.40105262,1.5294077
1.299644,0.3702324,2.5073307,0.3292803,0.9116334
2.2969937,0.29424968,2.4548812,1.5159315,1.6388458
1.8283409,2.2163472,3.0624936,1.7790706,1.0130326
2.1527884,2.1102571,2.4662094,1.6313796,0.510233
1.9150239,2.0429494,2.7055962,0.16594051,1.0317324
1.8350307,2.109115,2.4912522,0.40477642,1.073495
1.96804,2.0767066,3.1931129,0.16196288,0.5209039
2.2109032,2.0408056,2.4485765,0.25282112,1.4511744
1.3337541,0.24146406,2.5132244,1.6336536,1.9899474
0.7842432,2.033444,3.1549597,0.33124012,1.2277913
0.9587513,2.1542666,2.456028,0.22925417,0.8584619
2.430972,0.33795303,3.1264353,1.563495,0.9785391
3.3620467,2.0489523,2.5205755,1.5710913,0.6189445
1.6071178,0.53691727,2.991599,1.6694103,0.3060461
1.7930527,0.23255345,2.764251,1.3772835,0.7526975
1.4770539,0.3075982,2.5866272,1.4203322,2.359944
1.6119295,0.16336805,2.7276149,1.5554214,1.2879403
2.2178447,2.0383437,2.4433331,0.17415313,0.33537892
1.1621007,2.1299982,2.4532094,0.16502403,1.0803238
0.5029363,2.1185498,3.135254,0.29413489,1.7820714
0.83882815,0.27508196,2.444438,0.19101484,1.0888824
1.0509961,0.519708,2.4673853,0.32157817,0.39604092
0.9562918,0.33748883,2.4387867,0.14945321,1.7890937
0.83467156,0.20012178,2.462041,2.0410647,1.9856913
0.41808933,2.0652087,2.4684403,0.27983984,2.1514008
0.616231,2.1353548,2.647306,1.96175,2.2597215
1.9161745,0.27723712,2.6926167,0.218651,1.0019826
2.3270645,1.9842129,2.8426738,0.14734747,1.3937296
0.50733894,0.31454962,2.4662848,1.8711563,0.50398564
1.6853627,0.46428958,2.42678,1.5832083,1.0488125
0.18172161,2.1156924,2.4428377,0.32111847,0.6950224
1.4121583,0.35837737,2.4967961,2.1519802,1.8528075
2.0579407,0.33391657,2.4854922,1.6784922,1.46632
2.5454547,0.30237785,2.806952,1.5311025,0.8776089
0.2046162,2.0391798,2.7236044,0.27400753,1.4391592
0.84140027,2.0458019,2.5135934,0.17603062,1.9072169
1.979842,0.30356488,2.6036289,0.29308802,1.3499405
1.3773949,0.23228504,2.4514356,1.4623978,1.5818944
1.2887919,0.26676193,2.5655975,0.19629087,0.8640962
1.9710053,2.1053855,2.4553895,0.17740408,1.5681401
0.8518266,0.47208884,2.7112224,0.38942558,0.49132484
1.8978074,2.233833,2.9247482,0.27955776,0.30997282
1.5239013,2.0149362,3.113628,1.7994107,0.28377342
0.8298016,2.1116688,3.2436736,1.9077771,0.6093481
1.9407157,0.2911125,2.4458995,2.086442,1.1761551
0.5511288,1.999118,2.845225,0.18726134,1.1076858
1.8895639,0.23811597,2.5025134,0.2908154,0.48534563
1.4036506,2.0303097,2.466937,0.27328697,1.3476665
0.35848147,2.1458335,2.5477617,2.0199337,0.43608648
0.5314586,2.1346858,2.9471593,1.6676232,1.9481536
1.9444295,0.22617538,2.5604293,1.6965548,0.5106985
0.95910317,2.0716064,2.8274307,1.4517945,2.2051547
1.3916492,2.2540731,2.8358846,1.6980635,0.30280688
1.4041839,0.20955704,2.8433855,0.4353178,1.3307717
0.11355829,0.26372316,2.5389917,1.6295135,0.50947124
1.210953,0.2179682,2.4578621,2.0417569,0.40962473
2.4518523,0.4513667,2.444423,0.2485531,0.50735515
1.9786156,2.0991247,3.0201483,0.43710333,0.74315983
2.1410973,0.31220672,2.8398294,0.4139476,1.0772227
1.0972457,2.1728635,2.842055,0.33620352,2.0706086
1.0159876,2.0842848,2.4935534,1.7679667,0.17856476
0.7872295,2.1674688,2.4963424,1.4928782,1.9847319
1.3561728,2.0083184,2.9272168,1.585635,0.8715716
2.1582778,1.9020973,2.977691,0.16112712,0.233353
0.15422796,2.1697567,3.2038922,0.37456238,0.64186513
0.7956175,2.0839286,2.5583818,1.7850035,0.70051247
2.200923,1.9887027,2.6657016,0.31024653,2.073533
1.9556714,0.2901437,2.8362746,0.30651376,1.7303545
1.9221339,2.1045663,2.4534225,1.8139894,1.5077045
1.5853678,2.0397022,2.4447691,1.7122167,0.5918604
1.699209,0.5353262,2.4475648,0.4592036,0.7002122
3.0273843,0.28888854,2.992863,0.38911635,1.0070317
1.6567603,0.40413287,2.44124,0.4470909,2.0271037
1.653432,2.1519835,2.4683504,1.7682463,1.3631722
1.869548,0.47898415,2.7940977,0.22721416,0.6425892
2.3083827,2.1453047,2.453128,0.153903,1.2871209
1.2919961,2.192452,3.014229,1.8218384,0.90759623
0.66185635,0.21006206,2.4371133,0.31941065,0.85452545
1.1861261,0.294717,2.6826298,1.6551057,0.9326022
0.39086387,0.43601838,2.4524071,1.8412656,0.43543
0.9744774,2.0116637,2.71159,0.1529358,0.39913002
1.2495006,0.25746524,3.0485504,0.303505,0.20468874
1.9623731,0.21954392,2.9922462,1.5877037,0.7662718
1.1281283,2.079194,2.472635,0.18732008,0.7936014
0.8730865,0.31681678,2.5372844,1.5614564,1.3937111
0.2969389,2.18558,2.9489202,2.0062664,1.087627
1.094217,2.1164148,2.7165158,0.29303327,0.95859975
0.9580196,0.37678346,2.5811057,0.2774495,1.1435425
1.1203091,2.130622,2.7660077,1.7367102,1.5656266
0.38055307,0.29510888,2.655352,0.17530258,0.566055
1.0536673,0.26932743,2.4502301,0.2528892,0.6917682
2.5612423,2.0802126,2.4565055,0.170531,1.3512263
2.0154634,2.0336447,2.5874648,0.19902864,1.6391798
0.5894522,2.0128195,2.4480336,1.8053282,1.0115814
1.1988633,2.1573236,2.9435716,1.5428251,0.7273724
1.6237855,2.199516,3.0890374,1.6061065,0.84380174
2.0827384,0.33728492,2.4637275,1.8329391,1.8295388
2.184585,0.4103898,2.7707663,0.30000162,1.3237017
2.015172,0.40280893,2.4450336,1.6566241,0.8477152
1.4777087,2.1565337,2.5820305,1.8180923,2.8196027
2.07228,0.32025805,3.2358627,1.8993335,1.6662055
1.3333913,2.2589242,2.4888132,0.19969486,1.441789
1.2286713,0.38163045,2.7542906,0.37168893,0.52477884
0.35818645,2.088506,2.9344168,0.1428754,1.600212
0.4732534,0.36826846,2.8009894,1.9135692,1.5330169
1.5947554,2.0134351,2.6503692,0.2646009,2.143185
1.4579045,0.14921841,2.4477499,0.4626888,2.166332
1.2889498,0.25402212,2.507449,2.0815146,1.2451286
0.55579543,2.1150415,2.890839,0.18996347,1.311233
0.9656498,0.3929867,2.4905975,1.5159051,1.147651
0.7946746,1.964167,2.9761064,1.77508,1.660038
1.8670287,0.44217697,2.5796945,1.605345,0.70212954
0.79317474,2.1420364,3.2378047,1.8541262,1.7685639
1.8209897,2.0239723,3.2098958,0.18453956,1.593314
1.9569201,2.1472597,2.9033487,1.5755153,0.46573243
2.3976011,0.18751183,2.7788854,1.8285698,0.67891824
0.671573,2.0962176,2.4546788,1.6428453,1.4086957
2.8253717,2.126373,2.446161,1.7820107,1.0070786
2.1955287,0.30824485,3.0843554,0.2340916,0.35701305
2.0089254,0.4024805,2.4439266,0.1666149,1.5717794
0.9985132,2.0921705,2.7121935,1.5865554,0.83306795
2.2402985,2.1395833,2.8379369,1.9312776,1.2904526
1.110402,0.21211372,2.4442606,2.022004,2.2750244
0.8565058,2.2236612,2.5977435,0.24717495,0.3681178
0.52508813,2.0505488,3.0069683,1.9565892,1.6001469
0.9596482,2.064138,2.4607086,1.9041771,1.0001673
2.131753,0.24226098,2.5180078,0.13378382,1.2481735
0.26176292,0.32581726,2.8984485,1.6411577,0.7402283
2.0574105,0.31377846,2.4685671,0.17146972,0.7105146
1.5287688,2.0479472,2.508399,0.28251117,0.76519644
0.79560876,2.0197308,2.6601958,1.8981246,0.4502691
1.4691538,0.25403687,2.4546685,1.7713846,0.27059522
1.719719,0.28134197,2.5450518,0.23705384,0.5611484
0.24887937,2.043687,3.016293,1.8585243,1.5742073
0.49884197,0.23478848,2.4503825,0.17784616,0.15630175
1.1905723,2.1889293,2.619532,0.18079595,1.455249
0.5608597,0.36504886,3.105163,1.577905,0.27686918
1.338029,0.3271427,2.452222,0.24708493,0.7398121
2.7774923,0.17547923,2.4353836,0.17057867,0.4593786
2.240856,2.0768087,2.6793199,0.28636187,0.9670886
1.1505742,2.0041077,2.502194,1.6690066,1.3808746
1.3094534,1.973709,3.0843072,1.525621,0.40543944
1.3666142,0.244969,2.4707294,0.47912797,1.1309422
2.633077,1.9492548,2.4494126,0.14052634,1.5652115
3.015588,0.22948925,2.4558105,0.28751385,1.916076
0.18851288,0.39504287,2.451447,0.12575209,1.7830232
1.8768433,0.17175652,2.7237356,1.6413273,1.0644176
1.2368492,0.45644668,2.4405158,1.6332471,1.6933708
1.1651753,0.24525662,2.6547656,0.30394888,1.4413648
1.0170548,2.1409156,2.7321703,0.26702455,1.0584922
2.0623064,1.9651343,2.552245,1.8437496,1.1346335
1.225965,2.0807457,2.628426,0.19847359,0.83049923
1.6392995,0.38922578,2.4731417,1.6990021,0.5263577
1.1252654,2.1340663,2.516824,2.003422,2.0679839
1.5714059,2.0473568,2.4546905,1.9762937,1.2947886
1.8955404,0.23597097,2.43861,0.26324612,1.1793294
0.8834418,2.05974,2.7020745,0.2570154,1.2905517
1.1718857,0.24024574,2.4652212,0.35778314,1.9826195
1.9774479,0.43002018,2.5502968,0.26667684,0.68663675
0.96208626,0.3140665,2.813304,0.19518802,0.2682462
2.2778008,0.29919964,2.4454978,1.6820731,0.52892566
1.2646568,2.174684,2.5001972,1.5625635,1.2965019
1.6962901,0.48026988,2.5970006,1.6270887,1.0054295
2.059696,2.0815444,3.1926768,1.8174042,1.3855338
1.4685754,2.0099685,2.995386,0.3226871,0.7301701
0.9286013,0.3514106,2.647947,2.0520682,1.4731395
1.5135363,0.41927674,2.5644145,0.30787107,0.6419011
0.4446632,2.0980046,2.8178647,0.16346557,1.0584043
1.8494996,2.0247352,2.4997602,1.5247294,0.22672075
1.3919227,0.21611415,2.7457101,0.2167706,1.3201784
0.12795752,0.19260016,2.5005982,1.8314649,1.0478344
1.301114,0.25337914,2.9692748,0.2507058,1.9619701
0.94383156,2.0584197,2.5554154,1.5319095,0.88684803
1.5066916,2.112337,2.4457636,0.19360179,0.6165283
0.43104866,0.2349535,2.4437332,1.8410413,0.7690605
1.3862929,0.19384122,3.1197968,0.24150889,0.99563587
2.794852,2.0148478,3.0221825,0.44253775,1.0080781
1.2699567,0.34904855,3.0321233,1.7259879,1.6312231
2.3568876,0.5079261,2.5637822,1.8169197,0.64030194
1.6199973,0.2873157,2.6904144,0.16086689,0.47206795
0.8902781,0.31394133,2.5286965,0.34242877,0.20372763
1.1208711,2.088895,2.4608905,0.27777877,1.5868859
1.8138443,2.0885856,3.1765418,0.3295269,2.0802026
1.3015211,2.262738,2.7766967,1.6924362,1.6889824
2.7469084,0.18887343,2.449502,1.6596946,1.6396312
2.2307255,0.22793941,2.475949,1.5879725,1.1008832
1.8871653,0.45593923,2.733767,0.2560417,2.4293485
0.657415,2.1716387,2.530607,0.20549054,0.65316594
0.96241325,0.29614347,2.5036805,1.5302173,0.99352324
1.5427701,2.1814756,2.8449633,0.17060295,0.90319675
1.9235573,0.33655792,2.652585,0.33292738,0.5579665
1.7144834,2.1625547,2.4710855,0.29138663,1.0432261
2.5341184,0.2671277,2.4489558,0.34126526,0.828388
2.1734757,2.1833181,3.025172,1.6313785,1.8880597
1.9129809,0.3549026,2.5865355,0.17806593,1.2666792
1.4853549,0.49451107,2.9314775,0.23830192,2.2323337
0.3690063,0.42379442,3.157109,0.16404341,0.9354571
1.5957397,2.021695,2.8103259,0.1577638,0.8267288
0.8549723,0.41162586,2.4807303,1.7461202,0.30401054
2.148711,0.49988273,2.452294,1.8110607,1.0840253
0.5810589,2.0987592,3.23174,1.9659952,1.0807891
1.9304957,0.44113705,2.4710016,1.8194377,1.8498604
0.9204973,0.40340966,2.4614322,0.28408134,1.4406145
0.34284544,0.23212917,2.5644677,1.8969263,1.4238638
1.8948605,2.1049788,2.445961,1.7473886,2.4026802
1.5674057,0.23059385,3.2293496,0.22653727,1.1692281
1.6049368,2.1665282,2.7922912,0.22716305,1.4535171
1.2574798,0.21868171,2.4501522,1.7548707,1.1615584
1.3352435,0.39615825,2.4820247,0.22476944,0.34214956
0.1356462,0.22521652,2.4502907,0.29719,1.6497818
1.9601982,0.21837442,2.4559739,0.23152812,0.9484681
1.33403,2.2082,2.5202577,0.29038116,2.10655
1.708449,0.3862086,2.6567142,0.19193944,1.0128716
0.13879086,0.34204206,2.6745973,0.19646712,0.60482055
1.040865,2.1920984,3.1589308,0.29603425,0.6527685
2.2586663,2.119363,3.076192,0.3331951,1.2723975
1.2681737,2.0673423,3.1776414,1.8330185,0.92224663
1.5593834,0.2551453,2.7095046,0.26029208,0.42046452
1.6682545,2.1104817,2.4362047,1.8814431,0.25146815
0.57140696,1.9894809,2.6747992,1.8603034,2.1193972
